id,puzzle,solution,difficulty_level,difficulty_score,hardest_technique,rating_version,source,content_version,checksum,enabled
hsp-b1efb797f0572c18d1ef,062000000300750000780000000004020003070140928103080006000800000000090804000500031,462319785319758462785462319894625173576143928123987546251834697637291854948576231,1,54,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,2eb1c6e50478810e0a3cf9849e0affac7e6eb9268aa223f32866b857f1957eb3,1
hsp-68f1c433cf76a5c3e913,092400600800001000036020000050068017674002800000000300000010000000000003300009186,192453678847691235536827941253968417674132859918574362789316524461285793325749186,1,54,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,c2777bc64e8519bad5ff2f923109acc868b118ba53a9d7a75b6e8b37f7aba4f3,1
hsp-4a72f084ecb5f07bda4e,400060507610500800000000000000006020005090000060108000007000403100003059036085700,492861537613527894758934261341756928875392146269148375527619483184273659936485712,1,54,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,0e96dd6967eaab8df1bb9e9f81535af494741cb5ed8a5cbae992ed93df09a756,1
hsp-374a5e20278d716c7660,600003000000004790094000803300000007000006000001407020006200075980610300040000008,618793254523184796794562813362951487479826531851437629136248975987615342245379168,1,54,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,3ddbec7d717dcf1caca8f691bef9385d1cdacfb16ed8275c5b4d7d4606443201,1
hsp-72ad6955144560c9d73f,709280050038040060200095000000000000000800900000020048102000000003000090987410002,769283154538741269214695387891364725426857913375129648152938476643572891987416532,1,54,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,f0a97d9cc9dca2d934791e501857c2605528be09c4b00595ec71822e033927e2,1
hsp-7967eb1458f7d802c645,910006405005201700000000000000000520000180007000062000043010950200900004007600008,912376485835241769764598213178439526426185397359762841643817952281953674597624138,1,54,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,e1e8906cf9a648df3808f9257f0e21ce5dc0b782dc2826e26e82102a7b638f79,1
hsp-93a272320f3f63b40ca6,000000000000006009020308106840905003000200005509000001230079460000000000007060900,968751324351426789724398156842915673613247895579683241235179468496832517187564932,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,8391201fa881249d907d8efb61e0183cc4b67ea7a9d2ad7129f0c4898df8dfa4,1
hsp-febd8786c4c12275a3f8,000000000000200016800060004000000901001386470000002000008000009500104000014720603,162843597345279816879561234683457921291386475457912368728635149536194782914728653,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,75eb0a0ffa7eccd7da924ffaf9f84e964eab04df78ce0d83d9b55c03c342c4bf,1
hsp-1b15062d9d33222b3fae,000000000070192000029304000002010008960240070708000300094050000000000005300000940,431576289875192463629384157542713698963248571718965324194657832286439715357821946,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,e6f7f7fad319085267747cec7e7051ca175c0b769ad72a19a1c10105e7524f2f,1
hsp-5971cae5b1bda603bc27,000000000070300860001000000930060052450900000060027090000090640605210970000000000,826159437579342861341876529937468152452931786168527394213795648685214973794683215,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,71b416ddcd397497081491bd2786712a2093e6052c699eee7a52fe96e41c199b,1
hsp-0fa1566997ee5197ce67,000000000786002000009041006060079010000003008074086003590200100400000032000000000,145368729786952341329741586863579214951423678274186953598234167417695832632817495,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,1fd9d4316349a435341eb2afc80dd3d02b25b38746f8166056031475e7c0f6ec,1
hsp-119a6e95f4f83134decd,000000001046000008087900024200800976000071800400300010500003200000004000013000000,325487691946132758187956324231845976659271843478369512594613287862794135713528469,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,d96d7219dedd7240cdd897a62ded7e50fcf1fa0722c23b17865792ac778ff543,1
hsp-14169e7d3748fa68ac62,000000003003608020542900000090000000067000200000173600070051906050260800000000000,786512493913648725542937168195826374367495281824173659278351946451269837639784512,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,ffa05fc96efb3f494f82e404ec1343b04f4999b2fb23ced8916f62f8c031033e,1
hsp-1deebca285a8155bcc4f,000000008518000000200100000000008090040010025300900406020090003700254000086300000,937542618518769234264183579652438197849617325371925486125896743793254861486371952,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,94406639a674b43e38a96f71f907f874e5221241290d9c69f309cca62506c5d3,1
hsp-b74200f89349b093b2eb,000000105800000000305000487070000093002900070000600000004006000060208040090043708,946872135817354926325169487178425693652931874439687251584796312763218549291543768,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,974b1657ec10ca75782a146a26d7df772b73b836ae4a4c6f31858983aa40320d,1
hsp-0dccbc18af075a295e17,000000500400100060003600001720000100008000005006705240082401000000007000000006918,861279534497153862253648791725964183948312675136785249682491357519837426374526918,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,81f2688d52f9e5be00913103f5f8945a8e794ae1c4f4c6bf940cf03991eb7bcc,1
hsp-534b8ff152122e539f51,000002801092000000000846032003500000000000140010200068700000600080001007009007300,346792851892153476175846932463518729258679143917234568731925684584361297629487315,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,e87a758e38901a6b8a3110c864e91a5497e7a0ea981639b4966a899c7d042ec0,1
hsp-b5d86922f817ba9fae04,000004000001503000000000380607000900500000000008001672070010000020400806405092001,936784215781523469254169387617248953592637148348951672879316524123475896465892731,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,8ed02a5a355fbaf1910d8821d5c84f6cd6d561dd81bbdd2539c16e9efbb19467,1
hsp-45f2f24d0f8970b1f152,000004700801020003003198004010006470090000200008700000027060019000000300000000800,962354781841627953573198624215936478794581236638742195427863519189475362356219847,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,9f632ba8396365d53af77059a363a52774ce0308d7ed2882ec5ccdaa3bfc183e,1
hsp-94a92d12cc42e8e726be,000005648000000500002864000000000000008579002410300000090003105100000004000200960,731925648684137529952864371527416893368579412419382756296743185175698234843251967,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,382fa97dadbcf8bb05706be0045917013595b90fee195e3a44cb1a607982863f,1
hsp-49f02f57822b2c19d934,000007600007601308000035001826000000400000000010028000000006429000000080060140030,134287695257691348689435271826914753495763812713528964371856429542379186968142537,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,4fe0aea959fcb5d6c65c25130f6dc7f6179042d0f58b529690047747828dc4dd,1
hsp-46d23c35a79f310f5143,000020009410930070800407000538004000090000000000000083000090001001500438056000000,763825149415936872829417365538274916697381524142659783284793651971562438356148297,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,fb26c4b8f6616a1b6efa7eb51ce3abd3be8e528f643a4e2781c5951a6ff9e939,1
hsp-1f856695067406792a1a,000073400000800061006490300000010000005000702370000015090000070067950040050000000,912673458734825961586491327629517834145368792378249615293184576867952143451736289,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,3b6117b06bd7287071f60f6555399ff1959d73fbdf268e00f307a2d5c166a35b,1
hsp-030b4541bbb8c7e4827e,000140000100020000035000200090000713604700009020000400206000000000008070800670950,782146395169325847435897261598462713614783529327519486276954138951238674843671952,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,5e0b42645a884ef1e2458769085d7a99e7ee43cf5caca53e183fda8e7c53bcc1,1
hsp-6af58b049bd6390d199d,000850040000004000050000209530006020004005700027100000000000080605271900000003600,196852347372914856458637219531796428864325791927148563743569182685271934219483675,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,a3bcd01cf7e590446497c1c022265ec1c2b6b16dbc7ce3aeaef2b49bad6d3451,1
hsp-8f44a7c1e67f0de995e4,000905824000000706030000090095307000006010000083090040050601000008000009000000510,671935824549128736832476195495367281726814953183592647954681372218753469367249518,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,c278efda0822fa4fe0a4ab314388ef1dd253058857347d6745ad73a2c1da2243,1
hsp-04e951fa3854599954bc,002084000860000029100300000040006587600010000005000001700000168308000000000200900,592684713863751429174392856241936587687415392935827641729543168358169274416278935,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,8f48909e84d530195aefcd0d24b8736a3314f42e5dfa32c385b760637e587367,1
hsp-35e04ff2277a7f632af6,004000000000086024600000980100020030870094000000000209000000003501400760067200000,984572316713986524625143987159627438872394651436851279248765193591438762367219845,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,b4c22e367999875bb8f82069f1f6d33d7852d3d5fb46ab91563b649689290efe,1
hsp-6e7eb489fe3178dae49f,005001084026000910049000000000200070000003095000076200080009020000008000001760300,735921684826534917149687532314295876267843195958176243683459721572318469491762358,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,97a095a5299767ef7e49028f5b12f8678f2a9f998b9ac7e499e1c854f46f525b,1
hsp-850aeba15feead18afec,005002900000009700800005060201400050300756010000000086600000003070103002000000070,745612938136849725892375164261498357384756219957231486619527843478163592523984671,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,87e79f9081b8daf32ccfc088dbe760f43cf87b9b6d60a77f7e11029e6de8df00,1
hsp-48b8c0a043e60ab00b71,007030490045008021280400000000002003036800940000003510000000000020901000700000000,617235498945768321283419756574192863136857942892643517361584279428971635759326184,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,82ee83605ea09fb91dc6e8518b7181bead4b0f753b68f577ae8b0ce6ed0f926a,1
hsp-5de98c38435a1d7b1bbb,007081042890600007000000080106090000000000000030540090364008000000060209700000008,657381942892654317413279586146792853975813624238546791364928175581467239729135468,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,9fa4ab23879882faeb88544ecf1aaff7aca36fa41cb78dcf4c2842cd3be2ac4f,1
hsp-3e340e555edd76ce15a8,007203009009005042000006308000082000800000700931054000020900850060000000000000007,687243519319875642245196378476382195852619734931754286724961853568437921193528467,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,20cc95da2b6cd0bae30f026a66a46f9b4f253b4f80684a9bbb867bc32f39d5cd,1
hsp-17adece80901a7921854,007900000590000020002004000850070000700009003000500008000028490005007210060040030,647952381598713624132864759853471962716289543924536178371628495485397216269145837,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,4ff1cdbf6d2d9c8a49f8d891ac450398415bd57bc9fe2b61c092f2675e08336e,1
hsp-0d02da8ef0cd23e2498c,009000070000000130000710004000000000002004380000003500018000006905600200023901850,189432675274596138356718924431859762562174389897263541718325496945687213623941857,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,eae04aa676df75227e16b71f0b3933e8b28ea03c3346de0b68357cb31ce066dd,1
hsp-f7c6fb2dfb42f807aa86,009400000706000000840000970100060000600073015904005000000000391087010062000000000,519437628736892154842651973153264789628973415974185236265748391487319562391526847,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,5d15daf90e995ed1aa62f7287de05af30d2861894374c2c8d2b9daa912f17610,1
hsp-04591dc3d8fb5a7ac551,018900060000100025620040970980000000004020100000300000000000036095000000300085200,518972364479163825623548971982751643734826159156394782847219536295637418361485297,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,dc2ef9f7eb487634ec214881b1c388dfbd36cf658e7726d294dd6d5a9ac6d2f7,1
hsp-5e05cf64af071d16c905,020005000006010250001600873050061000007000530000009108200090000000000000004072300,728935614346817259591624873852361947917248536463759128235496781179583462684172395,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,6bc941417f3a93e166c96bb27cebc6dc135f885ca54b982618f88ff3ef7babde,1
hsp-00d4563dd69b0becf1b2,030072000490005200000000000000000010800000590349060002200690140504020080000003000,638972451497315268125846739756289314812734596349561872273698145564127983981453627,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,a0f060a8557c4730e902eab3faf98f56f053ea9f4c9fd3c75206b58da9e47bdf,1
hsp-200773f3c8c95b72f892,040080273706000000002000090001003560300005910000860000000039000000000107028100000,149586273736912485582374691871493562364725918295861734417239856953648127628157349,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,1a3910398bc6f7737eaf64bf5483c02c38718b4b14e7979179e988b7c5d21c65,1
hsp-686da9fde13cd8001f90,052900060070050190060380700304000000000000002700020310000040000600009000000605904,852917463473256198961384725324561879186793542795428316539142687647839251218675934,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,40b410d133e95fae29e3d65422408f69f116b3aac83f0052b62424bf242bbfb0,1
hsp-28022c2d01e72213d804,060000000008003001045090230090000020023067080006800000032019067000000000007000300,369281475278453691145796238894135726523967184716824953432519867681372549957648312,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,7b2496065917aea26fbe6c41ebbc3d47f630307a953e557416c89fa01312bc03,1
hsp-b4041f8e60abbfc56a45,070001000000054089001208600040805310002010000000000270106000730030000000000046000,478961523263754189951238647749825316382617495615493278196582734534179862827346951,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,ce7bfaf4478d3d4bbc6d166007ed199129408756719b43797225744332fa9a08,1
hsp-7a91d4658b2e2ebc63b8,070080003402000000030020176600902300010003500005008000247000000000000060000030408,971586243462317859538429176684952317719643582325178694247861935853294761196735428,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,5c6a0b059f262d0788b9f198db93c44a40ae71c37235b53d8d20db45977974f8,1
hsp-5fe3037af1dd5952695c,070080910810930700000070300000000100000500087700000000001820000400006209603000040,374682915816935724295471368538247196162593487749168532951824673487316259623759841,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,d17e9cf49b8d42b1c725d2492a43f8f80e0982f8031fdb5db9067de7bbcd7dc5,1
hsp-1d1600d1f912987e8264,070260409000008306000040000003009100008001973000000000037020000000000500590304007,175263489924718356386945712653479128248651973719832645437526891862197534591384267,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,70cb56a2171b6c45e6a6a66d727a79cc3426566d7192881fb0a663ee2d6e4779,1
hsp-7e621488adfd19530610,075004200000001000000530004300807100000000000060120507800000000010360790000700053,675984231943271865128536974352897146781645329469123587837459612514362798296718453,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,f28f3465fb1c29126ff6b9d5635da12c11f541d81079d9599d3aca07647bdfcd,1
hsp-fc525014920350d18024,080006090064009310000000000090720845000000000040800030803090174000051000000000002,385146297264579318971238456196723845538964721742815639853692174627451983419387562,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,c27d807b6d89c3b1751127dfb8e9b354ebb59f0adb0d3e7416985b529b1813b8,1
hsp-6279362baada27074443,086300040000000000007050620300700400058402769060000000030004000002005070000810000,586329147213647958497158623329786415158432769764591832931274586842965371675813294,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,3e30eff8450e681624b2937e118e5a45e6c9da9612a746ea20210ad61a1c86bc,1
hsp-4f2f7500650a577917bb,100000005507600000006200001030007208052408600700000000069305070000000089003000000,124973865597681432386254791631597248952438617748162953869325174215746389473819526,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,d149234f383e9d1229c03e36afdda23515f6c2e2db092fd34f6751d06d980bf1,1
hsp-4dd0bee8d231bc293ce6,100000300300095001005007000000002000569070000008640000000000402000003706280704003,192486357376295841845137269413952678569378124728641935637519482954823716281764593,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,99b8ced482b97a0c8506f5666b6a12ea7e35f3c339eb6501b766157dd009998e,1
hsp-db7d35531f5dcadfad4b,108000000000031020000600000000000090517020600040010570600052710070800200000006003,168249357794531826325687941832765194517924638946318572683452719471893265259176483,1,55,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,3af8b91da9fbfa3b62facff349e82e7e021aec980850b0756b2c57f517006910,1
hsp-5912f4349a350fbbaeaf,160400008000000000000053700000070012200036004004091870820000000003000047071000000,165427938732918465948653721689574312217836594354291876826749153593182647471365289,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,ec1e263e56202ccc92dc85684c0f55dc548bc9d74d436b403dd496990df21d07,1
hsp-d2ab8c01bf640844494d,200500307000070000004000001040800000100004203003150800000000705420016000970000600,219548367358671429764293581542837196187964253693152874836429715425716938971385642,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,1f1fcf628b31ded477ce9b974743814dd5f63776860ed2ed5bb34d987538e35f,1
hsp-887ee9e0e0c82d484483,294000500000500000005020807500010760006000034030280005700000000008000000000090682,294867513873541926615329847529413768186975234437286195762138459948652371351794682,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,c931017c046eb75fc108ad2d23b0f34f4f60596a0ae45efbf26d9b0971a6a265,1
hsp-91113f9002fb57ebc710,300041872208009000000005006100000500084000000000008000030900060007053010000020054,395641872268379145471285936126497583784532691953168427532914768647853219819726354,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,7b265a32f8f979257cad30aa836d2b14035d20f6d4e43f8044c8d1ee7f9fd971,1
hsp-5dcd9154205487cc9a27,300090008061038002980000070800400001000000000000301400100000290450000000030080105,345297618761538942982146573823469751614875329597321486178653294456912837239784165,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,2fb9d857a664b8725e2c7f37868a5b7a30ffb8234ac559380cf8bf9141e7d5b0,1
hsp-99f02f03f94870e9335a,380002050000000000000000010000000860100008204007460005274005900003080000010073020,386142759751896342942357618439521867165738294827469135274615983693284571518973426,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,fed13cb8157cf65f2a4e45a0d3715ce51866f00280046c979e37a30388818e31,1
hsp-b4ffb40825472635df9c,500000000000800040040000723060500000200098300300760019730002000090050800680000000,513247698927836541846915723169523487274198365358764219731682954492351876685479132,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,539c2c7ca268e72c82516b88c429e3a629503c99216deaa65da85f4ebdcda2b5,1
hsp-5dae58c740e392d7d322,600000954095007810800000000000000008900340000000020530000001480000000005001835600,672183954395467812814952376236519748957348261148726539569271483783694125421835697,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,7c3c8e9be7ae925e6de5681d1830322d884191de56be4e37c591ae0030a2a234,1
hsp-f888dd2f1c09bce1b789,600920700700008000005004938453082000280500000000000000000000001079000850000045000,638921745794358126125674938453182697287569413961437582546893271379216854812745369,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,a07affb87b3572706bd96e17e980668f268f8e63519d7355654413ac9351d223,1
hsp-c55fbce500391a3792f8,612754000040209000080001000000020048070000000000035700006040500000900000024000160,612754983347289615589361472951627348473198256268435791196842537735916824824573169,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,8ee226b1f9f6d92dc9127a02ae2b98603264ed14476eee600f31479d4428ffb1,1
hsp-db656f23424e65945bb5,642000000000000005100000008009010007200004056070509000000051300001007060026980000,642875193837192645195346728569218437218734956473569281984651372351427869726983514,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,0f7d10c7915778a913afd3058dbc4117befe1de798ee52667bf6c7f684c663bf,1
hsp-01f91cf7fc213fc98da6,700108000093000580000050001008402900074000002000000030020590000300020000810030007,752148693193276584486953721538412976974365812261789435627591348345827169819634257,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,31d3f4ce276ded51798c50addf3f13c3cf3872325e357ef149369fb11665db29,1
hsp-84bc91c1683157b624df,700361009000000040652007100000000005008005000003010000000000030100650004000078912,784361259931582647652947183216834795478295361593716428847129536129653874365478912,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,ac7220cbb5c3cf971722818f2204cdeaa2e32074c499b221f3ba988c16679487,1
hsp-6ad24246d0bee76f651e,802007040000600700000000080480092050100070000700000004050009873600103009000000001,812957346549638712367241985486392157123574698795816234251469873674183529938725461,1,55,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,92c45d879b01875ac478a37976e94c14b1ccc3234da263ee5bf8e58f20d3ad3c,1
hsp-28933eab134d0a5b54ed,000000000000002610001900035080030704510400000000008000000790061030504089400000000,378615942954382617261947835682139754519476328743258196825793461137564289496821573,1,56,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,0291e98cf5c483c7e6a474d7a8b4148e0a6c819b035832d8faf3674479bc9229,1
hsp-cd287bd2b4fdf40881da,000000000000003702040250169700010500008000090190000006600000000900604007530100000,269741835815963742347258169726419583458376291193582476672835914981624357534197628,1,56,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,61812e9cbf00fba4726dd4615ecb5ee670f60170552dca4f0f0afa2225887d5b,1
hsp-da196b8ea183a71eeee1,000000000000020809800010052604000008732006900000050040090007300000800000280605000,425968173173524869869713452654179238732486915918352647596247381347891526281635794,1,56,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,f36e6fa42ef0574e01778e56e4f49f64c79784d79522d90fadbdb16f71c85d28,1
hsp-39bd144d4b14c269d5b5,000000000000060590500007346478000020000070000190002005600000000810940070000380000,764593218231864597589217346478659123352178964196432785645721839813945672927386451,1,56,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,a5eff41dbe817cd2d0dfb4f9ff67f9c6103e2c6a3f472660373a187373822e7f,1
hsp-5e56b61390bb615d6c9a,000000000000109020040007185004005209005400000000610007502806000603000704000000000,128564973357189426946237185864375219715492638239618547572846391683921754491753862,1,56,hiddenSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,a216d0c3ed931eb57797089dce03c8a00863392e41a013fd2635e69e24e45aec,1
hsp-57225a8d4cc0908aa514,000000000000375002090000004004000050000064000720500010200007690000100005507640003,672491538481375962395286174934712856158964327726538419243857691869123745517649283,1,56,nakedSingle,hodoku2-2.4.3+hsp-1.2,hodoku2-2.4.3-build-116,4,96a9181b1941dc82b4c85e94e70271fc0053c1e0008f799d880fc6c41d25ac6b,1
