id,puzzle,solution,difficulty_level,difficulty_score,hardest_technique,rating_version,source,content_version,checksum,enabled
hsp-ae9fd41fd6c8e5967c01,600000000000600030032059010800017009060000000000080000090040060000300900405000002,648731295159624837732859416823417659561293784974586123397142568286375941415968372,2,566,lc1,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,dd510fdf0246eef0a3813006ff5b27f6c9cf560a81d8250b5aad123041549290,1
hsp-f21f1af84bec5343f2f6,068050034000000000000020508016000040000008000000500216700300002030617900000000000,268759134945831627173426598516972843324168759897543216781395462432617985659284371,2,598,lc1,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,ac0326c0d206dff6a7282f3ca347d3698b51752fb034a69d710a3406d66d20b0,1
hsp-2b86b31755d76f440e53,170800000005001400009003020000000600000710980000395002013000500008000000500000190,172864359835921467469573821397248615254716983681395742913682574748159236526437198,2,614,lc1,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,cb56012815b4aabfedbff72e743bfe0d1a3af586e0043dab57add153b7d99177,1
hsp-58f1c8ad3d065db03b24,800094607000057480004000000200600000000000060095080000000000003400300800102740050,851294637326157489974836215243671598718529364695483721587962143469315872132748956,2,614,lc1,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,363a792cc92fa60ee5e0c2136cd1f26ae6320e9bff3d07ce00caad3576993db4,1
hsp-6dc78abe3e21d1cd89b1,500206000007000000000000000090020300000090008406507900000000070038000062002400030,549216783827943516361875294195628347273194658486537921654382179938751462712469835,2,736,l2,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,861e6e6b0cbc9250a87e49ec801b83a81eada152c907e025bc00e90d8f6b695a,1
hsp-1a936f46bba7478ea47e,000020000092000350300000040000009230700000001560210008680000007004085900000000000,458326719192847356376591842841679235723458691569213478685934127214785963937162584,2,758,l3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,2f21a0c75dfbf6dfe6b3c458378d20a45ac69ab3d3d167a14b6a3c7e456946de,1
hsp-f48f85a6372ea1095a3d,069000002004017500037200000600000000000009060078300009000000000000400086006500427,569843172824617593137295648691724835253189764478356219742968351315472986986531427,2,834,lc1,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,8c5aae3b4a66d41a4f88273f5ffa60b40bfafecd0d0c9d5a783db3f60dce3af8,1
hsp-94fc8ab51aaf7dd6fb66,100800040970150080000460000000000457000700000000080000001026000003040708050000029,162897345974153286835462971328619457649735812517284693781926534293541768456378129,3,504,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,c02c3f76bbc0fd3a9b563e44eec5681f9c958ab079f38d643c38cd084804e224,1
hsp-0f5c510b062bd1e2479c,000000100000706005900100820020040380000030400080000000006083009001200003300009000,562398174148726935937154826729645381615832497483971652256483719891267543374519268,3,508,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,b4b410d5d537f5dec24d6a26fdfe9c59396a8618b1fd2f1d558c1ad6337bc655,1
hsp-01a88d306bf9f0584f71,000005000800000039609000000406900002010270000500080000000000047700600000030004061,123895674847162539659347128476951382318276495592483716261538947784619253935724861,3,522,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,21eb9792f059afa1dc62ff00fab3f152ff850c46a99129cfc8886b8799184b81,1
hsp-375cac68cb9d605819b1,600003000000780000070006529000010472050070390000000000000000001508002930090000000,649523718125789643873146529986315472451278396732694185264937851518462937397851264,3,538,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,e3c066fe54743e4f0ab2c2cec9315cca6abf15e1ce34aee33348cd0079d34bef,1
hsp-be7c3a1f235847167677,700003026396000010000000074007290005410000000008100240009800060800000000000029000,741583926396472518285916374637294185412358697958167243179835462823641759564729831,3,580,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,a8a31475ea3e856e728120ee9ac00f3725c67570bcdbbdc665cb4c0ea23f2547,1
hsp-84c99ae6ecec4a908e2a,000421609000600040008000003821706000067900000000000000009070800005000020100009000,753421689912683547648597213821736495567942138394815762239174856475368921186259374,3,598,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,bbab8c630382c9403bba48c5ec10a52ff6288877f5ff16b0d914cac5d089dee8,1
hsp-54cdaadf4e5d6efe21e7,800003100706980000300000000000000200050030094000270603000006002080701000000800040,829453176716982435345617928437569281652138794198274653574396812283741569961825347,3,618,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,da686a879a6cedff8fa1e26e02eb97e1a80063e78a669076ecbe8a503be8a5b7,1
hsp-81e2322ae04cbf6a77e3,100067000370000000050000000000070104400902800000004030005400093000003020000086007,194867352376245981258139746529378164463912875817654239785421693641793528932586417,3,628,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,770ebaf673e564320cb05af234cfaa675e1fd2ec968198751e7050aa34ca519a,1
hsp-bf97a297935b85eb4137,071090206604000000002400100000002465000000001000070300000000090400980000080760014,371598246654127983892436157937812465526349871148675329713254698465981732289763514,3,640,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,f3142ced2a5d4f2aca9470877df5f114e94ef3fafe2063ebedf0bb988acf26d7,1
hsp-df22938c30b7857635ed,000090000000250600407001000809005102500000030600070050000000009001002500030704000,162493785398257614457681293879345162514826937623179458246518379781932546935764821,3,648,bf2,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,21882239e36b1c68eca916c93cf4c34a61b209e12cbd5622b38de3398f6934d3,1
hsp-e843853785eb01492b6f,050000004900000000000001078690004700073010020000023000030000047060800002500009030,751398264948672351326451978692584713873916425415723689239165847164837592587249136,3,664,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,c6ef66f19bb0c6aa7245d2d42dee93d6985d9ead10bfbf373bf0693e1b6d54c1,1
hsp-719af0567711933ab224,800000073250700000000600000007000500390000000000006049080009000000310600600005280,846152973253794816971683425467921538398547162512836749184269357725318694639475281,3,672,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,e56641d8a4840b5bbd94aa71f0be6223abb583dc30bf0b2ffa94e0826fda3065,1
hsp-d48de5552780bf19eb97,009031000005020000000000290000000970018070050093610000200008000501000000000000068,829731645365429817147586293652843971418972356793615482276198534581364729934257168,3,682,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,8f6746c10a186e5fda220dd9997aa3e8f11f135f4f11d4b2afe620c892892d4e,1
hsp-f7b818119e12f4910ec0,930050000000000000750900016014002000000000000000140070300070100680000002007025830,931256487468317925752984316814762593273598641596143278325879164689431752147625839,3,684,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,8546ec058d90340f4380c548f06ab09ddab398f28eb93b90f6fc86d7d390a9b3,1
hsp-49444ea334d858c41814,000100070009002610000000004178005300000030020230040060740000000000080090000620400,426158973389472615517396284178265349964837521235941768742519836653784192891623457,3,704,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,f6cd288c19804963361dbca61ae40b9af250f08a8a6206e9d508e1daffb6aa07,1
hsp-0fdf26df11938f83d8c8,000600037050004900736009400000000000009400070804090000040000810302010509000008000,498651237251374986736829451173582694529463178864197325647935812382716549915248763,3,730,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,51577c9136ce2d12ab5fa1bf1b7e98625a0a371ec64fcc3fb152bb42d7d3a5bf,1
hsp-c0b36508a50e4fb7e7f3,000000070080360000203000801300000010000710039500040000070900500000000082005002000,954821376781369254263574891347298615628715439519643728172986543436157982895432167,3,782,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,ac7e3486a1c476f16698e9865ed749b07ccb0e6ec4989734c355d274cd0b71a8,1
hsp-b5144d3398bcffc21603,270800000300000007000040000600000000005400170000160000000026830003000040506090001,271853964364219587958647312612978453895432176437165298149726835723581649586394721,3,792,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,755997ed18dc30b52b761f116d34a83eb8820ca8d4f97dffa63504e532a9638d,1
hsp-08d3c19941df547c4f46,009085200180090000000000400340800000025004900000007600004600001500000007000030000,469785213182493756753126489347869125625314978891257634234678591518942367976531842,3,842,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,153bfd99e269ca8051e436162c1d9b8ae37fd9e532a7d244c03d5bdcf9dbd2ec,1
hsp-97a8c7112aaabc7f3ff5,002000001007650309000109000020490000340200100000000600003000060000020500508700000,962834751187652349435179286721496835346285197859317624273541968614928573598763412,3,898,n3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,96bbc66b55ba4b67ab3c54c3b181e978e4564c5c4489ba12e3143ea225ebb3a7,1
hsp-3bbb3dd6cf7e0636618d,598700060060000070170002890000040000000003000000060900205000007000001008700800200,598714362462389571173652894631948725957123486824567913285496137349271658716835249,4,518,xy,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,be49c198baecfb925d2433ea26777728e03bba5dc57fd76ef50833ae08572fb0,1
hsp-7297e4ee94d7fa68cc6b,000000400000090702290867005150000000030581070700040000800013000005000000000700048,617235489583194762294867135158672394439581276762349851846913527975428613321756948,4,530,sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,863df79abd12c1030bf4d3b777c5f00a7998334aaf80ba33d51f2cbabeeeab7d,1
hsp-9c0802f5b7c0afa5bcf9,000903167000000000000704920050000000020600040000100309042000000006001530000000612,584923167297516483613784925451839276329657841768142359142365798876291534935478612,4,584,rp,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,5f4d29d4a787f78122098d1c21d9433268d4feeb16156238a89501e66f489155,1
hsp-46d01338c7c0dc3225f6,000040051500009040001750300400590028000000000068004000030000805000000000000006709,327648951586139247941752386473591628295863174168274593634927815719385462852416739,4,648,rp,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,6673f969eb6bab5e02e8adf221a81ba24e3e5e1d56dbbb835d2430f41f771375,1
hsp-5c25295ed19aa3c623b1,105400300008079065060000004050000000004000006000000780000012050007090003049300000,175426398438179265962835174853267941724981536691543782386712459517694823249358617,4,654,w,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,9f1e11dc6e35f80a3f51d471fc612c8b40708aca81254df15e8e7b9c6ba059b5,1
hsp-0c9e7d4dcdef2711ff7a,000900000004208160905060000000019800000000000100680093620400000040000052007801000,216974538374258169985163274463519827798342615152687493629435781841796352537821946,4,660,sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,ea1bb7c619dc0ca9466d7e7a962afb717afddda26d1832757c08dc40b4e0e3f7,1
hsp-181e05a6d9366d3d2d2c,008600000200000094430100002840000007000800000000000203604005028000400000590780060,978624135251378694436159872845263917327891546169547283614935728782416359593782461,4,690,w,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,ea9a2767c61f3b8f4cef5545f97fd43c52170e95406049af2eeabc837eb8a1f9,1
hsp-60ec45c1edf2c34c7b27,800049000600050003503600080302080000000000007004012060000008020018000000000260001,871349652629851473543627189362784915185936247794512368936178524218495736457263891,4,714,xyz,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,8296255d540a92e40e67d38907b678f0ca5ceb4defd679e19b4c27ca46f194f0,1
hsp-6db21f265fa3f96a1205,600020385090000100000070000006004790287000000000000003050000000000100054800560019,671429385498653172325871946536214798287395461914786523152948637769132854843567219,4,744,w,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,6dc54b5716c9aa1d056fe3727c19cb668a8c9786289906972016926b63b52d5b,1
hsp-48b92aa6026a2d601fd0,300008970002600001000000000000000840400706029080920000905800100070160000000000003,316458972892637451547291638729315846451786329683924715935842167278163594164579283,4,794,2sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,aa586f799840075437f9150056c49631a03e66ab3d70d219acf38ca3ed3d4917,1
hsp-92d4327414e0b7248434,020190004000002705903000000510200006008009040000670000000000000240000000000037200,725198634481362795963745128514283976678519342392674581139826457247951863856437219,4,822,sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,b2ca9f77510c84531029719f23d86e879d66b2bf32e9fa7e02776a9011a97d04,1
hsp-abd504ac5456b49514cd,000029500020600000000754100080000000009000320160070090006000000000800004290400003,671329548425681739938754162382596417759148326164273895846937251513862974297415683,4,848,sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,f1a82d459ea2b34991245739d948728a241f77d84ae718b3d597ca8a3f9f6f05,1
hsp-7d7d5fd2f7c10294cba9,060035080000420009000000000007000002090800501230900800000006000012000900058003000,169735284375428619824619375587361492496872531231954867743296158612587943958143726,4,848,w,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,ef949f5129572f1c589b425f6a7a5e26cfb621cfccba2559df4a6d473c49cb7c,1
hsp-1bc4d93aa99b81a48d09,200000060004000520015000003003205007000000800150030000040050008007008900500100000,279583164834761529615942783483295617792614835156837492941356278367428951528179346,4,848,sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,4bd6fb3d88a18829da8f069c3d1d7fd33a8834ab7560fadbec68c1dd897a969f,1
hsp-eb28894ebe1748caa5f1,500004680000000040000026005000005200270130000000800403089000000006000000001073060,597314682632587149148926735863745291274139856915862473789651324326498517451273968,4,848,xy,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,9d5155958320f9b1a05118a8c0712e5132aeed972f1bba14fa215ac6b7783e5d,1
hsp-de98ca323d0a675cef40,060000000000020906530061040000710089700004005004000000041000000007000020000006107,462937851178425936539861742256713489783694215914582673341279568697158324825346197,4,918,rp,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,e9c308db10e09abca3f349562102c0595c0d65fc6d5806ca1059424f14bc7ba2,1
hsp-fae8558fee2a73512ce0,310920000800000000040605130000000608003200900001000000056307201000000360000009004,315924876862731495749685132427593618583216947691478523956347281174852369238169754,4,950,u4,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,75004f240572c6c37e269a21d2d11d255e425268ce76d8fe42c8c4374221b4b3,1
hsp-866ac60dc428cf471f97,102875040000000005700001200000000400078000052960002800000730000600000003501009000,192875346384926175756341298215687439478193652963452817829734561647518923531269784,4,1140,sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,85cfb606cf55456c6b7b969c4a735c220da91674c7462bec71485d1453b0bb42,1
hsp-504aad1042a423492ba1,000037809017008000080000050000600000005000300000000541204100000030005000090004207,652437819317598426489216753148653972725941368963872541274189635836725194591364287,4,1248,2sk,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,381b62b64e7063371b55e63d31694e619609276924f01f496b463d12bebe4338,1
hsp-becaa8ce85c23799ab1a,000000300307040100810006002000500000600100043008007500000000020086309000500700000,952871364367245189814936752491583276675192843238467591143658927786329415529714638,4,1388,w,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,eccb0c8d65ba70adc6124f156f3ebdbe00b8d49393d164aad8ae161acd8c482c,1
hsp-5da1182578039a87c492,096047280000600000200300000080000600000002004109800000000700000045000019008000320,596147283834629157217358946482573691653912874179864532921735468345286719768491325,5,828,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,335fc65c5b557146c792f5a2089793480fed5b3fc4a7683a468a5cf55ba69e36,1
hsp-3531bde7a01dcd390911,600051073100000005000632080900000427480000000010000500000000000000300090000829060,698451273123987645574632189935168427482573916716294538849716352267345891351829764,5,944,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,209c956cbecbebd98a3afa3080f388b45bf81aae5b7a61d5828e39616e9d5c01,1
hsp-224d121399101a5c5213,008061000000000480070405600000010006903000000000002050000000000024900531530000902,498761325651239487372485619285314796913657248746892153169523874824976531537148962,5,954,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,a91ca1f9d76eca0da0bcc76c1159bce5035f944f162f9d7b6d9c1806e4398332,1
hsp-397e85140da3e10703c0,620000000000100050051608024870290000000800000003050006046000009000000010002031005,629345178487129653351678924875296341264813597913754286146582739538967412792431865,5,1050,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,3d88cc8726bc380c3c608a2bb004fb1908b6dc59404b223197b95e90ff94be4d,1
